	author	title	pages	letter	text
1615	Sade	Justine	325-326		"récit cadre J'étais plongée dans ces réflexions, lorsque tout à coup j'entends ouvrir la porte de mon cachot ; c'est Roland : le scélérat vient achever de m'outrager en me faisant servir à ses odieux caprices : vous supposez, madame, qu'ils devaient être aussi féroces que ses procédés, et que les plaisirs de l'amour pour un tel homme, portaient nécessairement les teintes de son odieux caractère. Mais comment abuser de votre patience pour vous raconter ces nouvelles horreurs ? N'ai-je pas déjà trop souillé votre imagination par d'infâmes récits ? Dois-je en hasarder de nouveaux ? ""Oui, Thérèse, dit Monsieur De Corville, oui, nous exigeons de vous ces détails, vous les gazez avec une décence qui en émousse toute l'horreur, il n'en reste que ce qui est utile à qui veut connaître l'homme ; on n'imagine point combien ces tableaux sont utiles au développement de son âme ; peut-être ne sommes-nous encore aussi ignorants dans cette science, que par la stupide retenue de ceux qui voulurent écrire sur ces matières. Enchaînés par d'absurdes craintes, ils ne nous parlent que de ces puérilités connues de tous les sots, et n'osent, portant une main hardie dans le coeur humain, en offrir à nos yeux les gigantesques égarements. -- Eh bien, monsieur, je vais vous obéir, reprit Thérèse émue, et me comportant comme je l'ai déjà fait, je tâcherai d'offrir mes esquisses sous les couleurs les moins révoltantes.""Roland, qu'il faut d'abord vous peindre, était un homme petit, replet, âgé de trente-cinq ans, d'une vigueur incompréhensible, velu comme un ours, la mine sombre, le regard féroce ; fort brun, des traits mâles, un nez long, la barbe jusqu'aux yeux, des sourcils noirs et épais, et cette partie qui différencie les hommes de notre sexe, d'une telle longueur et d'une grosseur si démesurée, que non seulement jamais rien de pareil ne s'était offert à mes yeux, mais qu'il était même absolument certain que jamais la nature n'avait rien fait d'aussi prodigieux ; mes deux mains l'enlaçaient à peine, sa longueur était celle de mon avant-bras. À ce physique, Roland joignait tous les vices qui peuvent être les fruits d'un tempérament de feu, de beaucoup d'imagination, et d'une aisance toujours trop considérable pour ne l'avoir pas plongé dans de grands travers. Roland achevait sa fortune, son père qui l'avait commencée l'avait laissé fort riche, moyennant quoi ce jeune homme avait déjà beaucoup vécu : blasé sur les plaisirs ordinaires, il n'avait plus recours qu'à des horreurs ; elles seules parvenaient à lui rendre des désirs épuisés par trop de jouissances ; les femmes qui le servaient étaient toutes employées à ses débauches secrètes, et pour satisfaire à des plaisirs un peu moins malhonnêtes dans lesquels ce libertin pût trouver le sel du crime qui le délectait mieux que tout ; Roland avait sa propre soeur pour maîtresse, et c'était avec elle qu'il achevait d'éteindre les passions qu'il venait allumer près de nous. ##Il était presque nu quand il entra ; son visage très enflammé portait à la fois des preuves de l'intempérance de table où il venait de se livrer, et de l'abominable luxure qui le dévorait ; il me considère un instant avec des yeux qui me font frémir."
1617	Sade	Justine	328		Il écumait en disant ces mots entremêlés de jurements et de blasphèmes odieux. La main dont il effleurait le temple qu'il paraissait vouloir attaquer, s'égara alors sur toutes les parties adjacentes ; il les égratignait, il en fit autant à ma gorge, il me la meurtrit tellement que j'en souffris quinze jours des douleurs horribles. Ensuite il me plaça sur le bord du canapé, frotta d'esprit de vin cette mousse dont la nature orna l'autel où notre espèce se régénère ; il y mit le feu et la brûla. Ses doigts saisirent l'excroissance de chair qui couronne ce même autel, il le froissa rudement, il introduisit de là ses doigts dans l'intérieur, et ses ongles molestaient la membrane qui le tapisse. 
1619	Sade	Justine	331		Le lendemain j'examinai mieux mes compagnes, ces quatre filles étaient de vingt-cinq à trente ans ; quoique abruties par la misère et déformées par l'excès des travaux, elles avaient encore des restes de beauté ; leur taille était belle, et la plus jeune, appelée Suzanne, avec des yeux charmants, avait encore de très beaux cheveux ; Roland l'avait prise à Lyon, il avait eu ses prémices, et après l'avoir enlevée à sa famille, sous les serments de l'épouser, il l'avait conduite dans cet affreux château ; elle y était depuis trois ans, et, plus particulièrement encore que ses compagnes, l'objet des férocités de ce monstre : à force de coups de nerf de boeuf, ses fesses étaient devenues calleuses et dures comme le serait une peau de vache desséchée au soleil ; elle avait un cancer au sein gauche et un abcès dans la matrice, qui lui causait des douleurs inouïes, tout cela était l'ouvrage du perfide Roland ; chacune de ces horreurs était le fruit de ses lubricités. 
1620	Sade	Justine	356		"Il faut que tu en sois punie... et comme nous entrions, elle n'eut pas le temps d'en dire davantage. L'appartement où l'on me faisait passer était aussi somptueux que magnifiquement éclairé ; au fond, sur une ottomane, était un homme en robe de chambre de taffetas flottante, d'environ quarante ans et que je vous peindrai bientôt. ""Monseigneur"", dit la Dubois en me présentant à lui, ""voilà la jeune personne que vous avez voulue, celle à laquelle tout Grenoble s'intéresse... la célèbre Thérèse en un mot, condamnée à être pendue avec des faux-monnayeurs, et depuis délivrée à cause de son innocence, et de sa vertu. [...]"" "
1624	Sade	Justine	357-358		L'obscurité de ces propos, ceux que la Dubois m'avait tenus en entrant, l'espèce d'homme à qui j'avais affaire, cette jeune fille qu'on annonçait encore, tout remplit à l'instant mon imagination d'un trouble qu'il serait difficile de vous peindre. Une sueur froide s'exhale de mes pores, et je suis prête à tomber en défaillance : tel est l'instant où les procédés de cet homme finissent enfin par m'éclairer. Il m'appelle, il débute par deux ou trois baisers où nos bouches sont forcées de s'unir ; il attire ma langue, il la suce, et la sienne au fond de mon gosier semble y pomper jusqu'à ma respiration. Il me fait pencher la tête sur sa poitrine, et relevant mes cheveux, il observe attentivement la nuque de mon cou. -oh ! C'est délicieux, s'écrie-t-il en pressant fortement cette partie ; je n'ai jamais rien vu de si bien attaché ; ce sera divin à faire sauter. 
1625	Sade	Justine	358		En cet instant on frappe à la porte ; la Dubois sort, et ramène aussitôt la jeune lyonnaise dont elle venait de parler. ##Tâchons de vous esquisser maintenant les deux nouveaux personnages avec lesquels vous allez me voir. Le monseigneur dont je n'ai jamais su le nom ni l'état, était, comme je vous l'ai dit, un homme de quarante ans, mince, maigre, mais vigoureusement constitué ; des muscles presque toujours gonflés, s'élevant sur ses bras couverts d'un poil rude et noir, annonçaient en lui la force avec la santé ; sa figure était pleine de feu, ses yeux petits, noirs et méchants, ses dents belles, et de l'esprit dans tous ses traits ; sa taille bien prise était au-dessus de la médiocre, et l'aiguillon de l'amour, que je n'eus que trop d'occasions de voir et de sentir, joignait à la longueur d'un pied, plus de huit pouces de circonférence. Cet instrument, sec, nerveux, toujours écumant, et sur lequel se voyaient de grosses veines qui le rendaient encore plus redoutable, fut en l'air pendant les cinq ou six heures que dura cette séance, sans s'abaisser une minute. Je n'avais point encore trouvé d'homme si velu : il ressemblait à ces faunes que la fable nous peint. Ses mains sèches et dures étaient terminées par des doigts dont la force était celle d'un étau ; quant à son caractère, il me parut dur, brusque, cruel, son esprit tourné à une sorte de sarcasmes et de taquinerie faits pour redoubler les maux où l'on voyait bien qu'il fallait s'attendre avec un tel homme. ##Eulalie était le nom de la petite lyonnaise. 
1626	Sade	Justine	359-359		Eulalie était le nom de la petite lyonnaise. Il suffisait de la voir pour juger de sa naissance et de sa vertu : elle était fille d'une des meilleures maisons de la ville où les scélératesses de la Dubois l'avaient enlevée, sous le prétexte de la réunir à un amant qu'elle idolâtrait ; elle possédait avec une candeur et une naïveté enchanteresses, une des plus délicieuses physionomies qu'il soit possible d'imaginer. Eulalie à peine âgée de seize ans avait une vraie figure de vierge ; son innocence et sa pudeur embellissaient à l'envi ses traits : elle avait peu de couleur, mais elle n'en était que plus intéressante ; et l'éclat de ses beaux yeux noirs rendait à sa jolie mine tout le feu dont cette pâleur semblait la priver d'abord ; sa bouche un peu grande était garnie des plus belles dents, sa gorge déjà très formée semblait encore plus blanche que son teint : elle était faite à peindre, mais rien n'était aux dépens de l'embonpoint ; ses formes étaient rondes et fournies, toutes ses chairs fermes, douces et potelées. La Dubois prétendit qu'il était impossible de voir un plus beau cul : peu connaisseuse en cette partie, vous me permettrez de ne pas décider. Une mousse légère ombrageait le devant ; des cheveux blonds, superbes, flottant sur tous ces charmes, les rendaient plus piquants encore ; et pour compléter son chef-d'oeuvre, la nature qui semblait la former à plaisir, l'avait douée du caractère le plus doux et le plus aimable. Tendre et délicate fleur, ne deviez-vous donc embellir un instant la terre, que pour être aussitôt flétrie !
1628	Sade	Justine	370		"Il sortait ; un mouvement plus fort que moi me rentraîne à ses genoux. ""Tigre, m'écriai-je en larmes, ouvre ton coeur de roc à mes affreux revers, et ne m'impose pas pour les finir des conditions plus affreuses pour moi que la mort..."" La violence de mes mouvements avait fait disparaître les voiles qui couvraient mon sein ; il était nu, mes cheveux y flottaient en désordre, il était inondé de mes larmes ; j'inspire des désirs à ce malhonnête homme... des désirs qu'il veut satisfaire à l'instant ; il ose me montrer à quel point mon état les irrite ; il ose concevoir des plaisirs au milieu des chaînes qui m'entourent, sous le glaive qui m'attend pour me frapper... j'étais à genoux... il me renverse, il se précipite avec moi sur la malheureuse paille qui me sert de lit ; je veux crier, il enfonce de rage un mouchoir dans ma bouche ; il attache mes bras : maître de moi, l'infâme m'examine partout... tout devient la proie de ses regards, de ses attouchements et de ses perfides caresses ; il assouvit enfin ses désirs. "
1629	Sade	Justine	372		J'étais en larmes, j'étais à genoux devant cet homme féroce, et loin de lire sur sa figure l'effet que je devais attendre des secousses dont je me flattais d'ébranler son âme, je n'y distinguais qu'une altération de muscles causée par cette sorte de luxure dont le germe est la cruauté. Saint-Florent était assis devant moi ; ses yeux noirs et méchants me considéraient d'une manière affreuse, et je voyais sa main faire sur lui-même des attouchements qui prouvaient qu'il s'en fallait bien que l'état où je le mettais fût de la pitié ; 
1630	Sade	Justine	373		Parée du mieux qu'il m'est possible, je suis le concierge qui me remet entre les mains de deux grands drôles dont le farouche aspect redouble ma frayeur ; ils ne me disent mot : le fiacre avance, et nous descendons dans un vaste hôtel que je reconnais bientôt pour être celui de Saint-Florent. La solitude dans laquelle tout m'y paraît ne sert qu'à redoubler ma crainte : cependant mes conducteurs me prennent par le bras, et nous montons au quatrième dans de petits appartements qui me semblèrent aussi décorés que mystérieux. à mesure que nous avancions, toutes les portes se fermaient sur nous, et nous parvînmes ainsi dans un salon où je n'aperçus aucune fenêtre : là se trouvaient Saint-Florent et l'homme qu'on me dit être Monsieur De Cardoville, de qui dépendait mon affaire ; ce personnage gros et replet, d'une figure sombre et farouche, pouvait avoir environ cinquante ans, quoiqu'il fût en déshabillé, il était facile de voir que c'était un robin. Un grand air de sévérité paraissait répandu sur tout son ensemble ; il m'en imposa. 
1631	Sade	Justine	374		[[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]][suite du précédent][suite du précédent]ll[suite du précédent][suite du précédent]j[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]la[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]bl[suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent]m[suite du précédent][[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]][suite du précédent][suite du précédent]ll[suite du précédent][suite du précédent]j[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]la[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]bl[suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent]m[suite du précédent][suite du précédent]a[suite du précédent][suite du précédent]v[suite du précédent][suite du précédent].[suite du précédent][suite du précédent][suite du précédent][suite du précédent]homm[suite du précédent][suite du précédent][suite du précédent]m'ava[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]j[suite du précédent][suite du précédent][suite du précédent][suite du précédent]g[suite du précédent][suite du précédent][suite du précédent]x[suite du précédent]la[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]bo[suite du précédent][suite du précédent][suite du précédent]o[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]l[suite du précédent][suite du précédent][suite du précédent]v[suite du précédent]g[suite du précédent][suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]L[suite du précédent][suite du précédent][suite du précédent][suite du précédent],[suite du précédent]'o[suite du précédent]a[suite du précédent][suite du précédent][suite du précédent]La[suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent]b[suite du précédent][suite du précédent][suite du précédent],[suite du précédent]a[suite du précédent][suite du précédent]omm[suite du précédent]H[suite du précédent][suite du précédent]l[suite du précédent];[suite du précédent]l[suite du précédent][suite du précédent]a[suite du précédent][suite du précédent]l'aî[suite du précédent][suite du précédent]l[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]m[suite du précédent][suite du précédent],[suite du précédent][suite du précédent][suite du précédent][suite du précédent]b[suite du précédent]x[suite du précédent]h[suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]è[suite du précédent]g[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]ava[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]fa[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]b[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]mo[suite du précédent][suite du précédent]o[suite du précédent]l[suite du précédent][suite du précédent][suite du précédent]J[suite du précédent][suite du précédent].[suite du précédent][suite du précédent]Sa[suite du précédent][suite du précédent][suite du précédent][suite du précédent]vo[suite du précédent][suite du précédent][suite du précédent]o[suite du précédent]a[suite du précédent][suite du précédent]z[suite du précédent]a[suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]l[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]l[suite du précédent][suite du précédent]a[suite du précédent]è[suite du précédent],[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent]. 
1632	Sade	Justine	378-379		"''Allons, La Rose, dit Saint-Florent, prends cette gueuse, et rétrécis-la moi'' ; je n'entendais ""Allons, La Rose, dit Saint-Florent, prends cette gueuse, et rétrécis-la moi"" ; je n'entendais pas cette expression : une cruelle expérience m'en découvrit bientôt le sens. La Rose me saisit, il me place les reins sur une sellette qui n'a pas un pied de diamètre ; là, sans autre point d'appui, mes jambes tombent d'un côté, ma tête et mes bras de l'autre ; on fixe mes quatre membres à terre dans le plus grand écart possible ; le bourreau qui va rétrécir les voies s'arme d'une longue aiguille au bout de laquelle est un fil ciré, et sans s'inquiéter ni du sang qu'il va répandre, ni des douleurs qu'il va m'occasionner, le monstre, en face des deux amis que ce spectacle amuse, ferme, au moyen d'une couture, l'entrée du temple de l'amour ; il me retourne, dès qu'il a fini, mon ventre porte sur la sellette ; mes membres pendent, on les fixe de même, et l'autel indécent de Sodome se barricade de la même manière : je ne vous parle point de mes douleurs, madame, vous devez vous les peindre, je fus prête à m'en évanouir. ""Voilà comme il me les faut"", dit Saint-Florent, quand on m'eut replacée sur les reins, et qu'il vit bien à sa portée la forteresse qu'il voulait envahir. ##"
1636	Sade	Journées	238		Moyen en quoi [sic] l'évêque, arrêtant l'enthousiasme du jeune homme, profita lui-même de Moyen en quoi [sic] l'évêque, arrêtant l'enthousiasme du jeune homme, profita lui-même de l'érection et se fit mettre dans le cul l'engin très joli et déjà très formé dont Zélamir allait enfiler sa jeune moitié. Quelle différence pour ce jeune homme ! et quelle distance entre le cul fort large du vieil évêque et le jeune con étroit d'une petite vierge de treize ans ! Mais on avait affaire à des gens avec lesquels il n'y avait pas à raisonner. 
1637	Du Laurens	Mathieu	10		"''[...] mon ami, continua-t-il, acceptez-vous la Constitution ? -- Le Compère, au lieu de ""[...] mon ami, continua-t-il, acceptez-vous la Constitution ? -- Le Compère, au lieu de répondre, commença à grincer les dents, ses yeux devinrent furieux et étincelans, toutes les veines de son corps se gonflèrent, l'écume lui sortit de la bouche en abondance : ce qui effraya le Pasteur pour un moment."" (p. 10) "
1639	Sade	Journées	231		C'était un abbé, âgé d'environ soixante ans, car je ne recevais jamais que des gens d'un certain âge [...]. 
1640	Du Laurens	Mathieu	47-48		Après avoir attendu dans un antichambre [...], il fut introduit. Il trouva le Marquis occupé à se noircir les sourcils, à mettre son rouge, &amp; à se parfumer les aisselles &amp; les génitoires : cette besogne étant finie, son Valet de chambre lui chaussa une paire de souliers à talons rouges dont l'entrée était bordée de calepin blanc ; il acheva de l'habiller ; il lui ceignit une épée, dont la lame étoit de Buis pour que son poids fatigue moins ; | &amp; puis il nous laissa.##
1641	Du Laurens	Mathieu	54-55		Un soir que l'espagnol étoit sorti pour chercher quelque assaisonnement qui manquoit à une tête de mouton que nous avions pour souper, il rentra en poussant des hurlemens épouvantables. -- Sainte Marie alacoque ! s'écria-t-il, en se jetant sur le plancher de la chambre, je suis mort... confession ! Je n'en puis plus... j'ai vu... ah ! Mes compagnons ! J'ai vu... -- Que diable as-tu vu ? dit le Compere. -- Ah ! continua Diego, je viens d'avoir une vision qui n'a pas sa pareille dans Ezéchiel, ni dans l'apocalypse, ni dans les révélations de sainte Brigitte ! ... J'ai vu un loup-garou... Il avoit la tête d'un ermite, le corps d'un sanglier, les jambes d'un loup &amp; la queue d'un chat ; il lui sortoit du nombril la moitié d'un tablier de femme, à ce que j'ai pu voir par les cordons... nous sommes perdus, mes amis ! Jel'entends... le voici...je le vois... miséricorde ! Saint Tongarini, secourez-moi, ou il va m'avaler comme une huître. -- En disant ces mots, il se sauva sous un lit. Le loup-garou que Diego avoit vu, étoit un vieillard septuagénaire, avec une barbe blanche, couvert de vieux haillons, qui remontait l'escalier, &amp; que la fuite &amp; le tintamarre de l'espagnol firent entrer dans notre chambre pour le désabuser de la peur qu'il lui avoit causée innocemment. Mes enfans, dit le vieillard, je ne suis point tout-à-fait si affreux que monsieur qui est sous le lit se l'imagine. Si j'ai l'air un peu hétéroclite, c'est que l'application que je donne aux sciences me fait négliger mes accoutremens ; mais l'habit ne fait pas le moine.
1643	Du Laurens	Mathieu	74		Il s'en fallait beaucoup que la philosophie eût rendu le Compere misantrope, sournois, bourru, fantasque, &amp; tel que certains philosophes le sont. Au contraire, il étoit enjoué, poli, ouvert &amp; gracieux. Ces belles qualités, jointes à une figure très-avantageuse, le faisaient désirer &amp; rechercher dans les cercles les plus distingués de Paris ; mais cela ne dura qu'un temps : il éprouva bientôt que l'inconstance &amp; l'ingratitude sont le propre des grands. Il avoit composé, chanté, publié quelques couplets un peu caustiques (et cela le plus innocemment du monde) contre quelques personnes de condition, desquelles il éprouvoit journellement les bontés. Ces personnes, piquées de cette bagatelle, s'avisèrent de décrier le pauvre Compere comme un esprit méchant &amp; dangereux, en un mot, comme un monstre &amp; comme une peste dans la société. Le Compere Mathieu avoit l'esprit trop bien fait pour se formaliser de l'injustice &amp; de la lâcheté de ce procédé. Il savoit que le vrai mérite &amp; la philosophie furent de tous temps en butte à la malignité. Il se contenta de renoncer à tout commerce avec les hommes &amp; de ne s'occuper désormais qu'à écrire. En conséquence de cette résolution, il ne sortait plus ; il travaillait sans relâche. Pour toute récréation, il s'amusait de temps en temps à faire quelques légères observations sur le gouvernement : lorsqu'il y en avoit un cahier, Diego allait le vendre à un libraire honnête &amp; discret. Cela servoit aux menues dépenses du ménage. ##Bref portrait moral puis physique du CM : fonctionnalisé : bel esprit et beau gars => succès dans le monde.] 
1644	Sade	Journées	231		
1645	Du Laurens	Mathieu	115-116		[Compère Mathieu:] Comme mon père n'est point de ces gens à contredire, qu'il est vif, emporté, [Compère Mathieu:] Comme mon père n'est point de ces gens à contredire, qu'il est vif, emporté, hargneux, bourru, ivrogne, orgueuilleux, | tracassier, absolu, tel en un mot que la plupart de ces Gentilshommes sans éducation, qui n'ont d'autre qualité que celle de jurer, chasser, se souler, plaider, estropier leurs Valets, battre leurs Gardes, ruiner leurs Fermiers, faire enrager Madame, engrosser ses Femmes, &amp; tyranniser leurs Familles, je ne m'avisai pas de faire le revêche.
1646	Du Laurens	Mathieu	116		[CM:] Ma chère Lassy es le Chef-d'oeuvre de la Nature ; &amp; la Baronne étoit borgne, chassieuse, [CM:] Ma chère Lassy es le Chef-d'oeuvre de la Nature ; &amp; la Baronne étoit borgne, chassieuse, bossue, tortue, boiteuse [,] lunatique, puante, maussade, &amp; pour surcroit elle avoit le Clitoris fait comme un cornichon, c'est-à-dire que ma future étoit Hermaphrodite. 
1647	Du Laurens	Mathieu	129-130		L'Hôtesse nous ayant conduits dans une chambre au bout de la Cour, où étoit cet Étranger, nous trouvâmes un gros &amp; puissant Homme, ayant le visage plein &amp; vermeil, la barbe noire, les yeux | à fleur de tête, qui s'amusoit à vuider quelques bouteilles en attendant le souper. L'aspect de cet homme déconcerta un peu la Philosophie du Compère [...].
1648	Du Laurens	Mathieu	134		Cette Supérieure étoit une Maman d'une quarantaine d'années, qui avoit été belle dans sa jeunesse, &amp; qui avoit encore le teint d'une femme de trente ans. 
1651	Tiphaigne	Galligènes	3-7		 Dès l'aurore en ouvrant les yeux, il apperçut auprès de lui deux hommes qui attendoient son réveil, pour lui présenter des rafraîchissements, &amp; lui offrir leurs services. [...] ##À mesure que son estomac s'appaisoit, Duncan prenoit plus de part à ce qui se passoit autour de lui. Il regardoit | successivement &amp; les deux inconnus, &amp; l'intérieur des terres, &amp; la mer où il venait de faire naufrage. Enfin il prit la parole : [...] ##Tout en discourant ils avançoient dans l'intérieur de l'isle, &amp;, après une demi-heure de chemin, ils entrerent dans une grande ville. [...] Il traversa toute la ville, &amp; enfin on l'introduisit dans un château qui ne lui parut habité que par des vieillards. [...] ##Quand Duncan, dont la tête resta un peu étonnée pendant quelques jours, eut repris toute sa raison, &amp; se fut assurée qu'il ne dormoit pas, il commença à parcourir l'isle où il se trouvoit, &amp; voici la description qu'il en a faite. 
1653	Sade	Journées	225		"''Je venais de faire l'acquisition d'une grosse et grande créature nommée Jusine ; elle avait ""Je venais de faire l'acquisition d'une grosse et grande créature nommée Jusine ; elle avait vingt-cinq ans, cinq pieds six pouces de haut, membrée comme une servante de cabaret, d'ailleurs de beaux traits, une belle peau, et le plus beau corps du monde. "
1661	Tiphaigne	Galligènes	65		La nature ornoit Almontine (c'étoit le nom de sa fille) de ces graces touchantes destinées à inspirer les tendres sentimens, &amp; disposoit son coeur à recevoir les mêmes impressions. Telle une fleur long-tems cachée sous les enveloppes de son calice, se dégage peu à peu, &amp;, pénétrée d'une chaleur vivifiante, s'épanouit, &amp; étale toute sa beauté.
1665	Tiphaigne	Galligènes	88		corps éloquent Pénétré des raisons que sa bouche annonçoit, l'Orateur des fils d'Almont parloit avec feu ; sa voix avoit je ne sais quoi de touchant ; il intéressoit, il faisoit aimer les vérités qu'il montroit. Ses freres portoient leurs regards, tantôt sur lui, &amp; sembloient l'encourager, tantôt sur Almont, &amp; tachoient de voir, dans ses yeux, ce qui se passoit dans son coeur. Almont, comme un homme qui apprend inopinément le succès d'un projet important, prêtoit une oreille attentive : son ame, surprise &amp; émue, goûtoit un plaisir inexprimable, &amp; ses yeux se mouilloient de ces larmes délicieuses que répandent la tendresse &amp; la joie. Il embrassa ses enfans [...] 
1671	Sade	Journées	220		Alors je lui maniai le derrière à mon tour ; c'était exactement un cuir bouilli, tant pour la couleur que pour la dureté de la peau. 
1678	Sade	Journées	213-214		Un vieux banquier vint enfin nous fournir un dernier exemple de ces saletés prises au principal, car je vous avertis que, comme accessoire, nous les reverrons encore souvent. [...] Après tous ces propos saugrenus, il se mit nu comme la main. Mais, Dieu ! quel corps ! Comment vous le peindre, messieurs ? Ce n'était qu'un ulcère, dégouttant sans cesse de pus depuis les pieds jusqu'à la tête et dont l'odeur infecte se faisait même sentir de la chambre voisine où j'étais. Telle était pourtant la belle relique qu'il fallair sucer. 
1679	Tiphaigne	Galligènes	59-60		Montmor, assez connu de ses concitoyens, &amp; non assez craint ; Alcine, la femme de la République la plus considérée, &amp; qui le méritoit sans doute, mais non pas à tous égards ; l'un, par une ambition audacieuse, l'autre, par une conduite imprudente, viennent de porter, à leur patrie, un coup dont elle se ressentira long-tems, &amp; qui, peut-être, deviendra mortel.##Montmor étoit d'une taille avantageuse, | d'une physionomie prévenante, &amp; d'un abord séduisant. Il connoissoit les hommes ; il avoit l'art dangereux de les faire agir, pour ses intérêts, en leur persuadant qu'ils agissoient pour les leurs. A des passions fortes, il joignoit la plus grande activité d'esprit ; caractere également propre aux plus belles actions &amp; aux plus grands crimes, &amp; toujours à craindre dans un État tranquille. Né avec des vues étendues &amp; des désirs vastes, il avoit toutes les qualités, bonnes &amp; mauvaises, qui peuvent faire réussir des projets ambitieux. Ailleurs, en suivant ses penchans, c'eût été, peut-être, un héros ; chez les Galligènes, ce ne pouvoit être qu'un séditieux.
1680	Tiphaigne	Galligènes	60-61		Alcine n'étoit point de ces beautés piquantes, qui n'appellent qu'à la volupté. Elle inspiroit du respect, en même tems que de l'amour ; &amp; la moindre attention de sa part étoit | plus estimée, que les faveurs les plus marquées des autres. Son caractère étoit formé de toutes les qualités qui manquoient à Montmor. Elle avoit moins de vivacité, &amp; plus de justesse ; moins d'activité, &amp; plus de prudence ; moins de passions fortes, &amp; plus de douceur ;moins d'ambition, &amp; plus d'élévation dans l'ame.##Montmor aimoit Alcine, il en étoit aimé. 
1683	Tiphaigne	Galligènes	90		Il [Montmor] n'acheva pas : tout son corps tressaillit, son front se rida, &amp; le feu que l'amour Il [Montmor] n'acheva pas : tout son corps tressaillit, son front se rida, &amp; le feu que l'amour allumoit dans ses yeux s'éteignit. 
1684	Tiphaigne	Galligènes	95-96		Il [Marsil] passa le reste du jour dans ces combats intérieurs, qu'éprouve un homme foible qui Il [Marsil] passa le reste du jour dans ces combats intérieurs, qu'éprouve un homme foible qui médite un grand crime ; &amp;, sur le soir, il s'étoit joint à Givry. Son extérieur se ressentoit de ce qui se passoit intérieurement. Il se tournoit, de tems en tems, du côté de la ville, &amp; soupiroit. Une contenance triste, un morne silence, une (!) air d'inquiétude, tout annonçoit | son trouble. 
1686	Tiphaigne	Galligènes	105-106		Au milieu de ce tumulte général, Alcine, immobile &amp; dans le silence, étoit plus agité qu'aucune autre. Le trouble dans le coeur, la pâleur sur le visage, la tristesse &amp; l'abattement dans les yeux, elle n'interrogeoit personne, &amp; ne répondoit rien à celles qui l'interrogeoient. De tems en tems, elle répandoit quelques larmes ; &amp; d'autres fois, tout son corps étoit ébranlé par des frémissements subits. Elle se rappeloit les discours que Montmor lui avoit si fréquemment tenus, &amp; sçavoit combien il étoit entreprenant &amp; présomptueux. Jusqu'alors la passion l'avoit aveuglée ; en ce moment le voile tomba, elle vit l'abîme où sa conduite la précipitoit. 
